ProjectID,CompanyID,ProjectName,Region,Status,StartDate,EndDate,PlannedDuration,PlannedCost,ActualCost,Revenue,SquareMeters
235,4,Redefine Cross-Media Info-Mediaries,Navoi,Completed,2022-08-08,2022-11-13,95,114902.2,96383.21,70685.2,2612
236,3,Productize Out-Of-The-Box Technologies,Surkhandarya,Planned,,,274,78712.23,,,5882
237,2,Unleash Out-Of-The-Box Web-Readiness,Andijan,Completed,2022-05-22,2023-05-10,388,122750.03,130080.61,158673.48,8606
238,8,Benchmark Best-Of-Breed Initiatives,Qashqadaryo,Completed,2024-06-15,2024-08-09,55,114831.18,131842.6,73696.68,1513
239,8,Reinvent Cutting-Edge Markets,Jizzakh,Completed,2024-05-11,2025-02-10,305,94349.11,117142.76,159540.16,7928
240,8,Generate Real-Time Platforms,Almaty,Completed,2024-01-08,2024-11-13,319,109103.02,136366.9,50681.16,6935
241,2,Target Next-Generation Interfaces,Dushanbe,Completed,2022-10-06,2023-11-12,423,87609.75,116008.41,69556.81,6665
242,1,Transition Open-Source Vortals,Almaty,Completed,2024-05-07,2025-01-29,226,80267.66,94061.11,59237.27,5229
243,3,Re-Intermediate Cross-Media Channels,Samarkand,Completed,2024-08-16,2025-09-16,433,63062.66,62669.64,141501.86,14128
244,6,Optimize Holistic Interfaces,Bukhara,Ongoing,2025-01-27,,315,156434.49,221335.0,,7025
245,8,Incentivize Viral Partnerships,Dushanbe,Completed,2024-02-27,2024-04-03,39,73770.55,117423.17,264993.46,916
246,7,Incubate Revolutionary Synergies,Qashqadaryo,Completed,2022-09-27,2023-08-30,344,115458.15,183407.46,63956.73,6456
247,6,Engage Interactive Networks,Fergana,Completed,2021-08-09,2021-10-19,67,97730.24,84928.36,83310.5,1812
248,3,Transition Leading-Edge Systems,Qashqadaryo,Completed,2020-12-10,2021-06-23,208,107323.41,144892.9,55729.18,4871
249,6,Monetize Intuitive Channels,Jizzakh,Ongoing,2023-05-27,,70,158551.43,183088.02,,1257
250,7,Engage Open-Source Infrastructures,Namangan,Ongoing,2024-08-30,,142,77004.78,61783.01,,3189
251,5,Re-Contextualize B2C Supply-Chains,Ashgabat,Planned,,,195,93249.58,,,4631
252,3,Optimize User-Centric Channels,Dushanbe,Ongoing,2024-09-29,,66,134721.56,161973.65,,1583
253,6,Seize Synergistic Niches,Tashkent,Ongoing,2024-11-26,,86,59185.06,63224.39,,2051
254,8,Brand Distributed Deliverables,Khorezm,Completed,2023-12-31,2024-09-10,275,188194.74,229220.32,174644.92,5146
255,2,Extend Synergistic Convergence,Dushanbe,Completed,2024-02-27,2024-09-03,216,120396.35,166991.03,68528.81,3840
256,1,Monetize Seamless Interfaces,Qashqadaryo,Ongoing,2024-06-05,,57,50078.06,58941.77,,1599
257,3,Synthesize Enterprise Web-Readiness,Andijan,Completed,2024-05-18,2025-11-05,507,65583.1,77085.83,97702.05,13481
258,8,Incubate Efficient Portals,Jizzakh,Completed,2022-01-13,2022-04-29,109,111821.62,108290.72,476552.26,2277
259,4,Iterate Intuitive Niches,Ashgabat,Ongoing,2024-09-17,,156,116532.86,87751.78,,4438
260,8,Productize E-Business Functionalities,Khorezm,Planned,,,122,97545.5,,,2328
261,8,Iterate Real-Time Action-Items,Almaty,Planned,,,156,95890.63,,,2962
262,7,Re-Contextualize Ubiquitous Synergies,Andijan,Ongoing,2023-04-27,,232,96988.9,70029.96,,5284
263,3,Mesh World-Class Web Services,Karakalpakstan,Ongoing,2024-10-18,,68,68980.28,81185.61,,2298
264,2,Utilize Scalable Content,Jizzakh,Completed,2025-02-14,2025-07-16,156,98685.15,50068.9,189977.18,3096
265,7,Morph Back-End Functionalities,Bukhara,Completed,2024-06-07,2024-08-21,75,152497.58,223504.81,122406.64,1711
266,1,Redefine Cross-Media Portals,Nukus,Completed,2022-05-18,2022-09-26,130,101362.99,101248.88,91051.38,2853
267,6,Iterate E-Business Supply-Chains,Surkhandarya,Completed,2022-06-09,2022-09-04,94,78821.92,79551.74,119260.38,2236
268,6,Integrate Leading-Edge Markets,Namangan,Planned,,,118,110897.95,,,1790
269,3,Empower B2C Platforms,Bishkek,Completed,2024-07-14,2025-09-04,366,37019.38,51097.7,49194.65,6860
270,3,Expedite Ubiquitous Networks,Ashgabat,Completed,2022-05-05,2022-11-14,220,64659.41,36170.85,212706.4,5958
271,4,Morph Global Channels,Jizzakh,Completed,2022-07-17,2022-12-02,139,79827.29,25759.25,258955.34,5082
272,2,Unleash Turn-Key Infrastructures,Fergana,Completed,2023-05-12,2023-07-26,70,57590.71,66517.73,35116.31,1707
273,4,Redefine Intuitive Eyeballs,Namangan,Completed,2023-08-11,2023-12-06,113,138846.28,146127.54,70782.62,2917
274,3,Matrix Bricks-And-Clicks Synergies,Bukhara,Completed,2021-09-27,2022-01-24,123,91388.64,147456.72,62040.22,2898
275,1,Whiteboard Dot-Com Markets,Sirdarya,Completed,2022-03-10,2022-04-13,29,77320.86,109174.84,27350.67,606
276,1,Synthesize User-Centric E-Markets,Navoi,Completed,2021-03-24,2021-06-28,98,180449.38,165704.05,345274.45,2242
277,6,Evolve Intuitive Platforms,Namangan,Completed,2022-12-24,2023-08-15,212,97665.13,85356.85,157799.72,5217
278,8,Streamline Robust Markets,Bishkek,Completed,2021-10-19,2023-07-28,571,85747.42,99072.92,62125.87,9952
279,2,Aggregate Mission-Critical Eyeballs,Almaty,Ongoing,2023-05-20,,270,138998.42,123121.52,,7400
280,6,Harness Bricks-And-Clicks E-Markets,Jizzakh,Completed,2023-12-03,2024-03-14,91,83733.14,72469.88,275687.55,2173
281,8,Enable Innovative Technologies,Karakalpakstan,Planned,,,183,143431.22,,,4560
282,1,Strategize E-Business Partnerships,Qashqadaryo,Completed,2025-03-10,2025-10-03,218,70649.39,65350.16,109121.53,3629
283,7,Brand Wireless Users,Sirdarya,Ongoing,2025-03-06,,440,164093.44,137274.97,,8258
284,7,Re-Contextualize Compelling Platforms,Qashqadaryo,Ongoing,2023-07-01,,137,67685.12,37796.11,,3833
285,5,Maximize Real-Time Paradigms,Bukhara,Completed,2020-05-15,2020-10-05,140,101331.93,117863.34,130359.34,4472
286,5,Engage Value-Added Solutions,Qashqadaryo,Completed,2022-03-03,2022-04-28,53,127922.22,172857.31,91756.8,1166
287,7,Matrix Leading-Edge Niches,Andijan,Completed,2024-11-17,2025-12-01,398,92377.6,72826.75,216695.88,6972
288,6,Deploy Robust Technologies,Nukus,Completed,2022-04-20,2022-09-25,183,97612.16,104609.83,134787.32,3746
289,1,Cultivate Cross-Platform Eyeballs,Bukhara,Planned,,,212,115770.9,,,5265
290,3,Transform Killer Portals,Tashkent,Completed,2020-10-31,2021-04-27,173,120955.25,64136.17,193641.23,4214
291,6,Orchestrate Open-Source Interfaces,Navoi,Completed,2024-05-29,2026-05-09,632,117378.51,107200.21,718413.44,10593
292,6,Evolve Killer Web-Readiness,Navoi,Completed,2022-03-05,2022-06-17,98,96057.83,142779.85,97946.33,2502
293,6,Benchmark 24/7 Infrastructures,Karakalpakstan,Completed,2020-12-20,2021-05-27,176,59333.95,56106.63,32589.19,3578
294,7,Leverage Ubiquitous Systems,Ashgabat,Completed,2024-07-23,2024-12-12,129,149320.27,99304.4,82303.7,3621
295,8,Embrace Innovative E-Commerce,Khorezm,Ongoing,2024-08-24,,131,73338.59,62022.71,,2169
296,2,Grow Holistic Infrastructures,Namangan,Completed,2021-10-02,2021-11-02,27,103822.03,143251.27,703214.01,688
297,2,Synergize Holistic Supply-Chains,Qashqadaryo,Completed,2020-09-22,2020-11-18,49,56567.81,83651.08,99329.73,1762
298,5,Generate Impactful Info-Mediaries,Jizzakh,Ongoing,2024-01-07,,66,80163.35,87870.08,,1661
299,3,Brand Collaborative Roi,Navoi,Ongoing,2023-12-08,,435,167988.2,150148.29,,10970
300,8,Transition User-Centric E-Tailers,Tashkent,Completed,2022-12-04,2023-08-04,265,73394.08,80659.19,298913.77,5321
301,3,Disintermediate B2B Applications,Bukhara,Completed,2021-03-01,2021-06-05,95,99441.48,153463.96,100579.97,1892
302,7,Extend Dot-Com Bandwidth,Nukus,Completed,2021-08-19,2021-11-15,80,94118.74,100093.0,166570.76,1603
303,8,Grow Clicks-And-Mortar Interfaces,Almaty,Completed,2020-07-15,2021-01-25,163,139816.75,178214.53,585813.24,4464
304,3,Implement Revolutionary Systems,Namangan,Completed,2023-12-08,2024-03-21,90,167897.07,262418.6,70358.88,2409
305,1,Scale Sticky Partnerships,Fergana,Planned,,,43,101113.49,,,1310
306,4,Engineer End-To-End Networks,Navoi,Completed,2021-10-19,2021-11-28,45,82888.91,51522.84,88726.1,864
307,4,Empower Front-End Channels,Ashgabat,Completed,2024-06-17,2024-11-21,166,64664.08,15410.83,116085.11,3949
308,3,Generate Enterprise E-Commerce,Namangan,Completed,2021-09-24,2022-01-15,107,158062.74,152194.05,324502.32,2287
309,1,Empower Virtual Content,Tashkent,Completed,2022-04-06,2022-06-09,55,122494.89,179832.29,75893.54,1382
310,5,Embrace Sticky Eyeballs,Khorezm,Planned,,,71,89794.74,,,1596
311,5,Disintermediate User-Centric Content,Jizzakh,Completed,2020-10-11,2021-04-10,169,150899.5,153715.73,140210.35,3855
312,7,Engage Granular Content,Jizzakh,Ongoing,2024-02-07,,99,39186.61,49806.63,,2952
313,3,Evolve Compelling Info-Mediaries,Almaty,Ongoing,2024-05-30,,160,99407.4,101655.27,,3544
314,6,Orchestrate Magnetic Action-Items,Navoi,Completed,2024-10-23,2025-01-04,76,123523.9,89395.87,55511.66,1953
315,6,Evolve Ubiquitous Platforms,Surkhandarya,Completed,2021-01-24,2023-01-03,724,54643.78,79201.89,55520.59,16161
316,5,Facilitate Virtual E-Commerce,Sirdarya,Completed,2024-10-05,2024-12-16,77,103037.67,148847.31,117814.05,2040
317,6,Implement Innovative Action-Items,Qashqadaryo,Completed,2020-04-26,2020-10-05,137,73151.34,82356.94,34911.77,3316
318,5,Streamline Cross-Platform Niches,Bishkek,Completed,2022-07-28,2023-02-19,172,110885.06,152043.43,813519.87,2862
319,8,Integrate Real-Time E-Services,Surkhandarya,Planned,,,78,97314.61,,,1445
320,8,Integrate Ubiquitous Users,Jizzakh,Completed,2024-06-30,2024-09-11,85,77941.61,67048.68,330861.68,1791
321,7,Re-Intermediate Dot-Com Partnerships,Namangan,Ongoing,2023-05-24,,74,107063.56,105662.27,,1741
322,7,Drive Sticky Technologies,Navoi,Ongoing,2024-01-29,,84,113454.97,117396.3,,2316
323,5,Maximize Web-Enabled Networks,Bukhara,Completed,2024-11-11,2025-03-09,113,91163.19,187607.67,346263.86,1781
324,2,Embrace Open-Source Methodologies,Namangan,Completed,2022-05-24,2022-11-26,179,100231.33,67006.31,207222.8,4246
325,6,Benchmark Transparent Models,Namangan,Completed,2024-09-03,2025-08-07,300,83415.19,123813.58,41538.77,7769
326,6,Empower Out-Of-The-Box Schemas,Bishkek,Completed,2022-11-17,2023-05-14,174,78006.66,109910.47,260477.89,3237
327,6,Mesh Interactive Communities,Andijan,Completed,2024-11-13,2025-07-29,222,86627.19,84799.83,168982.94,4181
328,8,Mesh B2C Infrastructures,Jizzakh,Completed,2024-09-29,2025-05-01,187,176018.39,137248.6,311985.7,5078
329,7,Engage Visionary Partnerships,Jizzakh,Completed,2024-04-02,2024-08-27,153,94211.6,116418.36,395204.54,3529
330,1,Engage B2B Users,Bishkek,Ongoing,2023-06-23,,258,90964.08,117928.79,,8124
331,4,Optimize Best-Of-Breed Experiences,Samarkand,Ongoing,2024-09-10,,146,88603.16,75193.7,,3050
332,7,Grow World-Class Action-Items,Namangan,Completed,2021-09-08,2022-05-03,222,101999.5,152517.74,115777.77,4526
333,4,Grow Impactful Solutions,Tashkent,Completed,2021-11-15,2021-12-19,33,44565.07,40895.29,42454.13,758
334,8,Redefine Impactful Architectures,Samarkand,Completed,2024-12-31,2025-08-05,219,125228.84,158291.77,112323.88,5972
335,8,Whiteboard Interactive E-Markets,Dushanbe,Completed,2022-08-19,2022-11-11,81,156091.0,156606.7,59372.74,2236
336,8,Redefine Enterprise Methodologies,Ashgabat,Planned,,,378,109770.31,,,7120
337,5,Matrix Magnetic Methodologies,Bishkek,Completed,2024-02-27,2024-06-26,108,64447.37,93854.95,66952.86,2931
338,5,Leverage Real-Time Experiences,Jizzakh,Completed,2021-02-05,2021-10-21,247,126365.73,87976.59,33005.58,4303
339,8,Integrate Distributed Niches,Qashqadaryo,Ongoing,2024-07-24,,110,113541.22,124315.76,,3255
340,5,E-Enable Front-End Solutions,Fergana,Completed,2023-07-03,2024-04-01,232,118939.3,140563.58,318606.53,4947
341,6,Whiteboard Proactive Roi,Namangan,Completed,2022-03-01,2022-05-10,61,101410.13,115835.57,407365.51,1516
342,8,Deploy Sticky Mindshare,Karakalpakstan,Completed,2024-08-05,2024-12-29,133,94707.44,97874.62,206501.69,3558
343,5,Expedite Transparent E-Tailers,Namangan,Completed,2021-07-19,2021-11-14,104,121931.67,166631.68,113225.44,2198
344,4,Utilize Visionary Niches,Surkhandarya,Ongoing,2024-09-22,,193,85141.62,70014.0,,4729
345,4,Enhance Magnetic Content,Surkhandarya,Planned,,,144,96064.14,,,3179
346,3,Deploy Best-Of-Breed Portals,Tashkent,Completed,2022-05-30,2022-10-22,132,67467.81,52601.89,147988.16,2411
347,3,Revolutionize Seamless Metrics,Nukus,Planned,,,212,93455.44,,,5594
348,8,Facilitate Magnetic E-Services,Bishkek,Ongoing,2024-07-31,,81,98861.08,132520.27,,2649
349,5,Expedite Granular Interfaces,Qashqadaryo,Ongoing,2024-10-18,,123,137541.77,153536.35,,3802
350,4,Optimize Viral Roi,Ashgabat,Completed,2024-03-01,2024-12-12,256,102681.61,143786.48,30042.22,4672
351,1,Extend Innovative Relationships,Andijan,Ongoing,2024-04-28,,69,113447.61,158079.56,,1842
352,1,Implement World-Class Metrics,Sirdarya,Ongoing,2025-01-22,,617,66025.77,52582.61,,13012
353,5,Deploy B2B Portals,Samarkand,Completed,2024-02-21,2024-09-30,200,89216.32,75568.54,194975.68,5156
354,5,Transform Scalable Roi,Almaty,Completed,2020-07-24,2021-01-04,185,98028.67,157680.62,132991.2,3296
355,8,Maximize Value-Added Systems,Karakalpakstan,Completed,2024-10-11,2025-01-07,87,78866.26,85876.6,96503.41,2620
356,5,Innovate Killer E-Commerce,Andijan,Completed,2021-11-30,2021-12-26,29,57024.44,75729.41,70741.93,701
357,4,Implement Leading-Edge Supply-Chains,Andijan,Completed,2023-05-07,2023-08-28,119,87368.14,76390.6,200790.53,2995
358,6,Incubate Magnetic Supply-Chains,Bukhara,Completed,2022-10-10,2024-10-15,742,91772.92,119433.46,61665.15,20163
359,4,Streamline E-Business Web-Readiness,Tashkent,Completed,2024-02-17,2024-08-11,148,134128.8,148399.23,139714.33,3598
360,5,Drive Plug-And-Play Functionalities,Tashkent,Completed,2020-06-11,2020-09-12,84,50744.11,31702.85,151656.02,1887
361,8,Generate E-Business Solutions,Jizzakh,Completed,2021-03-16,2022-02-26,373,82412.09,94282.55,140065.9,8707
362,5,Optimize Web-Enabled Technologies,Fergana,Ongoing,2024-09-02,,105,88555.77,73253.51,,1938
363,6,Innovate Global Deliverables,Surkhandarya,Planned,,,62,87435.82,,,1601
364,6,Strategize Proactive Roi,Nukus,Completed,2025-02-14,2025-09-04,224,91527.61,132976.12,28675.86,4266
365,4,Expedite Plug-And-Play Applications,Surkhandarya,Planned,,,163,122235.06,,,3445
366,6,Morph Clicks-And-Mortar Content,Bukhara,Completed,2021-02-24,2021-06-17,101,75310.18,44498.59,62840.69,3105
367,4,Leverage Seamless Systems,Ashgabat,Completed,2024-10-08,2026-06-24,548,82339.7,42172.99,237516.67,19432
368,4,Revolutionize Dynamic Partnerships,Bishkek,Completed,2023-02-10,2024-01-05,319,142469.36,235368.66,108657.51,5425
369,7,Matrix Enterprise Systems,Almaty,Completed,2022-03-04,2022-06-13,90,66472.1,83649.85,153946.49,1540
370,1,Target Vertical Technologies,Sirdarya,Completed,2024-10-01,2024-11-09,36,76676.63,120818.9,230720.5,834
371,7,Syndicate Strategic Metrics,Navoi,Completed,2024-01-17,2024-03-11,59,150453.68,121969.6,152400.86,1494
372,8,Incubate Synergistic Markets,Samarkand,Completed,2023-10-01,2024-01-23,131,91736.54,96765.37,71991.09,3086
373,7,Visualize Revolutionary Networks,Navoi,Completed,2023-04-20,2024-02-02,321,64343.82,107287.94,63329.7,6485
374,7,Innovate Compelling Communities,Bukhara,Completed,2024-08-27,2024-11-25,78,65218.61,69742.27,140622.28,2887
375,3,Optimize Robust Info-Mediaries,Navoi,Ongoing,2023-06-21,,41,85848.21,51427.77,,1382
376,7,Envisioneer Bleeding-Edge Roi,Dushanbe,Planned,,,142,119995.34,,,2325
377,1,Brand Mission-Critical Interfaces,Tashkent,Planned,,,139,93368.74,,,2360
378,7,Architect Mission-Critical E-Tailers,Surkhandarya,Completed,2024-08-15,2025-01-10,135,64094.82,73252.88,393821.09,4078
379,2,Extend Web-Enabled Technologies,Samarkand,Completed,2022-10-06,2023-04-11,198,50786.25,47596.76,24344.75,3552
380,1,Re-Intermediate User-Centric Infrastructures,Surkhandarya,Completed,2020-10-03,2020-12-28,77,47262.79,62593.57,60403.47,1627
381,1,Monetize Value-Added Paradigms,Surkhandarya,Completed,2024-06-06,2024-08-06,71,88044.31,125928.71,765365.06,1372
382,1,Generate World-Class Solutions,Namangan,Completed,2024-09-24,2024-11-05,46,112946.64,213842.21,43564.48,1261
383,6,Expedite B2B Architectures,Qashqadaryo,Completed,2021-03-02,2021-08-25,155,111949.15,133489.86,117396.96,3560
384,4,Repurpose Out-Of-The-Box Mindshare,Nukus,Ongoing,2023-12-23,,153,86384.17,98847.25,,3599
385,3,Incentivize Visionary Portals,Nukus,Completed,2022-10-14,2023-03-22,135,104822.64,148195.0,69207.6,2921
386,7,Streamline Cross-Media Web Services,Dushanbe,Completed,2023-05-28,2023-08-22,89,104337.63,39030.25,402656.25,1886
387,8,Reinvent B2B Interfaces,Surkhandarya,Completed,2021-09-12,2022-03-12,201,138742.8,138594.44,341267.24,3485
388,1,Strategize Scalable Interfaces,Ashgabat,Completed,2022-04-20,2022-08-08,101,137632.14,142953.48,350298.46,3174
389,5,Deliver Turn-Key Synergies,Khorezm,Completed,2022-07-30,2022-08-17,18,171174.16,175894.4,127369.41,381
390,4,Re-Contextualize Sticky Deliverables,Samarkand,Completed,2022-11-08,2023-04-22,164,136830.32,128693.42,481330.51,3964
391,1,Extend Visionary Solutions,Bukhara,Ongoing,2025-01-30,,181,113580.5,139580.73,,4269
392,4,Streamline Synergistic E-Tailers,Bishkek,Ongoing,2023-09-24,,277,122066.18,138894.47,,5220
393,5,Harness Value-Added Deliverables,Tashkent,Planned,,,242,73341.24,,,6305
394,8,Grow Value-Added Technologies,Surkhandarya,Completed,2024-07-20,2024-12-16,135,90847.59,84985.02,24653.78,2931
395,7,Engineer Global Communities,Surkhandarya,Ongoing,2024-09-10,,108,149329.02,156910.61,,3461
396,7,Scale Global Initiatives,Almaty,Ongoing,2024-07-06,,35,74838.9,94100.09,,967
397,8,Syndicate Bricks-And-Clicks Action-Items,Almaty,Completed,2022-07-26,2022-10-28,100,56239.2,59627.33,88548.76,2603
398,8,Integrate Ubiquitous Info-Mediaries,Qashqadaryo,Planned,,,171,72454.32,,,3620
399,4,Aggregate User-Centric Experiences,Namangan,Completed,2023-10-21,2024-03-07,139,181875.73,129657.51,327673.32,3769
400,5,Engage Collaborative Action-Items,Namangan,Completed,2020-08-13,2020-11-23,97,125330.57,158898.45,485482.73,2113
401,6,Engineer Frictionless Action-Items,Karakalpakstan,Completed,2024-10-28,2027-03-10,823,75467.75,103162.52,60247.65,20574
402,8,Matrix Real-Time Portals,Andijan,Completed,2024-07-10,2024-10-19,92,78475.42,86685.02,87154.31,2238
403,3,Aggregate Cross-Media Bandwidth,Ashgabat,Completed,2022-06-20,2022-11-04,153,72357.47,104026.62,32147.51,3323
404,1,Re-Intermediate One-To-One Experiences,Bukhara,Planned,,,70,132258.34,,,1680
405,1,Target Rich Action-Items,Nukus,Ongoing,2025-04-13,,66,89801.2,111264.88,,1873
406,4,Harness B2B Partnerships,Dushanbe,Completed,2020-08-05,2021-01-08,179,79656.41,121621.35,273504.03,3589
407,8,Enable Integrated Partnerships,Bishkek,Completed,2022-01-27,2023-01-02,317,140417.93,158194.46,250186.67,5859
408,5,Deploy Dot-Com Niches,Tashkent,Completed,2020-06-08,2020-10-03,118,87168.81,92239.08,373368.29,1935
409,7,Matrix Global Users,Andijan,Ongoing,2024-07-28,,123,116589.66,106372.42,,2982
410,5,Whiteboard Scalable Networks,Navoi,Completed,2020-10-03,2020-11-26,60,140377.71,140935.35,366618.99,1268
411,4,Brand Holistic Networks,Surkhandarya,Completed,2023-06-11,2023-08-10,62,88424.18,106952.37,32582.08,1343
412,2,Re-Contextualize Dynamic E-Commerce,Samarkand,Ongoing,2024-05-29,,201,141957.29,177803.72,,5284
413,1,Enable Strategic E-Commerce,Andijan,Completed,2021-12-16,2022-03-02,73,157262.05,157484.49,403744.48,1296
414,6,Maximize Sticky Systems,Fergana,Ongoing,2023-10-21,,84,91693.05,113259.81,,2037
415,4,Transition Integrated Eyeballs,Khorezm,Planned,,,58,56575.15,,,2081
416,8,Deploy End-To-End Functionalities,Karakalpakstan,Ongoing,2024-05-22,,40,90044.89,35144.33,,1348
417,1,Re-Contextualize Next-Generation Vortals,Andijan,Completed,2024-11-05,2026-11-20,635,123170.56,136317.76,300659.16,16136
418,7,Enhance Bricks-And-Clicks E-Services,Bukhara,Completed,2023-01-24,2023-03-29,54,135616.21,167017.16,205919.21,1304
419,6,Empower Magnetic Experiences,Sirdarya,Completed,2022-01-29,2022-08-04,179,116259.09,131437.52,699201.78,4774
420,6,Whiteboard Open-Source E-Tailers,Samarkand,Completed,2021-11-13,2021-12-26,36,57841.73,66484.92,90333.59,1252
421,7,Evolve Robust Convergence,Qashqadaryo,Completed,2022-08-21,2023-02-09,197,104451.59,64731.66,73926.87,3366
422,6,Repurpose Turn-Key Eyeballs,Ashgabat,Completed,2022-12-19,2023-07-04,165,54049.56,59793.19,99239.11,2773
423,2,Syndicate 24/7 E-Commerce,Jizzakh,Completed,2022-11-15,2022-12-26,38,78741.66,116891.45,194045.82,1234
424,2,Drive Turn-Key Bandwidth,Karakalpakstan,Ongoing,2025-01-11,,60,104535.14,151067.41,,1369
425,3,Exploit E-Business Web-Readiness,Sirdarya,Ongoing,2024-01-28,,64,117909.02,116825.18,,1465
426,6,Cultivate Plug-And-Play Vortals,Karakalpakstan,Completed,2020-12-17,2021-09-02,305,94324.43,80124.56,922719.3,5950
427,7,Scale Granular Channels,Fergana,Completed,2020-09-05,2020-10-24,49,102525.0,106932.37,110875.26,967
428,6,Scale Clicks-And-Mortar Synergies,Sirdarya,Completed,2021-02-05,2021-06-10,142,145940.86,98190.89,171265.4,2627
429,4,Grow Sticky Deliverables,Dushanbe,Completed,2023-04-04,2023-09-13,145,116144.47,72074.93,262641.57,2207
430,8,Re-Intermediate Dynamic Models,Namangan,Completed,2024-10-20,2025-12-21,476,60176.26,73882.38,91332.89,12296
431,2,Empower Viral Channels,Navoi,Completed,2023-01-01,2023-04-07,97,112642.46,148229.3,52471.65,1903
432,4,Incentivize B2B Technologies,Almaty,Completed,2020-06-24,2020-09-12,75,112110.83,112792.75,167143.08,1526
433,7,Matrix Wireless Action-Items,Qashqadaryo,Completed,2022-08-17,2022-10-23,57,116706.26,111919.83,221174.19,1242
434,3,Incubate Plug-And-Play Web-Readiness,Jizzakh,Completed,2022-10-02,2023-01-18,95,94625.06,93915.18,78817.47,2196
435,4,Expedite Best-Of-Breed E-Business,Bishkek,Planned,,,291,91140.94,,,5019
436,6,Transform Dot-Com Functionalities,Jizzakh,Planned,,,83,143841.95,,,1892
437,6,Expedite Efficient Applications,Sirdarya,Completed,2023-08-02,2023-09-13,36,131496.98,66927.87,438044.93,807
438,6,Synthesize Killer Web-Readiness,Fergana,Ongoing,2023-06-06,,50,121213.59,127706.79,,1277
439,1,Strategize Interactive E-Business,Almaty,Completed,2022-04-15,2022-06-11,48,103470.89,107938.34,169795.59,1529
440,2,Leverage Customized Networks,Nukus,Completed,2021-07-06,2021-12-31,158,114768.2,216942.5,76249.34,4488
441,3,Morph Cutting-Edge Networks,Nukus,Completed,2024-09-26,2024-11-18,56,147509.58,144319.98,59610.69,1175
442,7,Target B2C Initiatives,Ashgabat,Completed,2020-09-09,2021-01-29,119,80535.13,63794.62,11529.41,2956
443,7,Scale Ubiquitous Convergence,Ashgabat,Planned,,,170,82537.77,,,3426
444,2,Architect Cutting-Edge Networks,Fergana,Planned,,,350,69981.53,,,5828
445,6,Orchestrate Enterprise E-Services,Andijan,Ongoing,2023-10-12,,158,79926.89,50621.49,,4007
446,7,Extend Proactive Paradigms,Qashqadaryo,Completed,2024-08-28,2025-01-11,114,82295.64,73842.86,126602.89,3802
447,4,Utilize Vertical Relationships,Almaty,Completed,2020-11-17,2020-12-23,43,66684.54,86944.1,35376.88,1393
448,3,Generate 24/365 Info-Mediaries,Navoi,Completed,2024-08-01,2025-03-13,206,111774.31,162992.97,68953.53,4752
449,2,Enhance Bricks-And-Clicks Users,Fergana,Completed,2023-07-20,2023-09-26,72,111756.14,102899.12,599713.51,2154
450,6,Engineer Virtual Systems,Jizzakh,Ongoing,2024-06-08,,299,130406.2,109852.74,,10069
451,8,Brand End-To-End Networks,Navoi,Ongoing,2024-05-03,,225,115440.55,124251.82,,4297
452,5,Empower Revolutionary Web Services,Samarkand,Completed,2021-10-14,2022-05-01,182,57060.31,56193.49,106621.9,4700
453,3,Incubate Magnetic Deliverables,Surkhandarya,Completed,2020-11-01,2022-03-09,430,114255.63,156107.08,355279.17,12052
454,8,Mesh End-To-End Systems,Surkhandarya,Completed,2020-05-21,2020-09-25,132,118884.45,145808.92,109485.13,2830
455,7,Engineer Frictionless Partnerships,Tashkent,Completed,2023-03-01,2023-07-19,153,110985.3,148018.98,292846.37,4350
456,8,Envisioneer Proactive Relationships,Nukus,Ongoing,2025-02-01,,124,66542.02,63429.52,,3170
457,4,Target Virtual E-Business,Karakalpakstan,Ongoing,2025-02-28,,61,148889.01,154089.37,,1810
458,2,Utilize Wireless E-Commerce,Fergana,Ongoing,2024-01-31,,138,127076.5,151704.09,,4098
459,2,Monetize Compelling E-Markets,Karakalpakstan,Completed,2022-12-09,2024-03-26,484,97913.66,114861.64,508857.66,10652
460,7,Cultivate B2C E-Services,Sirdarya,Completed,2020-04-28,2020-07-20,70,88223.54,67478.45,52930.96,1484
461,5,Engage Cross-Platform Technologies,Bukhara,Completed,2023-12-13,2024-07-11,185,124095.68,177887.88,1056047.33,3880
462,6,Evolve Robust Channels,Namangan,Completed,2021-01-30,2021-05-14,112,78108.71,115205.21,29800.22,3130
463,3,Extend Dynamic Deliverables,Bishkek,Completed,2022-05-14,2023-01-24,284,72101.68,64091.45,248852.19,6991
464,3,Re-Intermediate Strategic Supply-Chains,Ashgabat,Ongoing,2023-11-16,,395,77633.14,92015.78,,10608
465,1,Redefine Turn-Key Interfaces,Navoi,Completed,2021-11-30,2022-04-08,142,135736.14,208293.86,795537.64,2677
466,8,Unleash Clicks-And-Mortar Relationships,Nukus,Completed,2023-04-03,2023-05-29,61,69691.65,56649.19,31456.23,2108
467,2,Implement E-Business Partnerships,Tashkent,Completed,2023-08-26,2024-02-20,156,89678.71,73781.37,75019.78,3147
468,5,Streamline Out-Of-The-Box Solutions,Andijan,Completed,2020-10-21,2021-08-15,347,57203.76,51768.99,17706.15,9809
469,2,Exploit Enterprise Models,Fergana,Completed,2022-06-08,2022-09-20,93,103255.13,115728.69,142901.71,2725
