MilestoneID,ProjectID,Name,PlannedCompletion,ActualCompletion,Status
522,124,Framing,2025-08-05,2025-08-25,Delayed
523,125,Foundation,2024-08-11,2024-08-03,On Track
524,125,Framing,2024-10-23,2024-11-05,Delayed
525,125,Plumbing,2025-01-04,2025-01-19,Delayed
526,125,Electrical,2025-03-18,2025-03-16,Delayed
527,125,Finishing,2025-05-30,2025-06-16,On Track
528,125,Foundation,2025-08-11,2025-08-28,Completed
529,125,Framing,2025-10-23,2025-11-12,Delayed
530,126,Foundation,2023-06-27,2023-07-03,Completed
531,126,Framing,2023-11-28,2023-11-30,Delayed
532,126,Plumbing,2024-04-30,2024-04-21,On Track
533,127,Foundation,2023-01-08,2023-01-04,Completed
534,127,Framing,2023-08-16,2023-09-03,Delayed
535,127,Plumbing,2024-03-23,2024-03-17,Completed
536,128,Foundation,2025-02-05,,Delayed
537,128,Framing,2025-11-13,2025-11-23,Delayed
538,128,Plumbing,2026-08-21,,Delayed
539,129,Foundation,2020-09-06,2020-09-02,On Track
540,129,Framing,2020-12-11,2020-12-19,Delayed
541,129,Plumbing,2021-03-17,2021-04-01,On Track
542,129,Electrical,2021-06-21,2021-06-15,Completed
543,130,Foundation,2023-12-10,2023-12-12,Delayed
544,130,Framing,2024-04-20,,Completed
545,130,Plumbing,2024-08-30,2024-08-26,On Track
546,130,Electrical,2025-01-09,2025-01-27,Completed
547,130,Finishing,2025-05-21,,On Track
548,131,Foundation,2021-08-16,2021-08-29,Completed
549,131,Framing,2021-10-18,2021-11-05,On Track
550,131,Plumbing,2021-12-20,2021-12-13,Completed
551,131,Electrical,2022-02-21,2022-02-20,On Track
552,131,Finishing,2022-04-25,2022-04-24,Delayed
553,131,Foundation,2022-06-27,2022-07-10,Completed
554,131,Framing,2022-08-29,2022-08-29,Completed
555,132,Foundation,2023-02-26,2023-02-26,Delayed
556,132,Framing,2024-03-21,2024-03-22,On Track
557,132,Plumbing,2025-04-14,2025-05-04,Delayed
558,133,Foundation,2025-04-13,2025-04-10,On Track
559,133,Framing,2026-06-23,2026-06-19,Completed
560,134,Foundation,2024-04-07,2024-04-02,Completed
561,134,Framing,2024-06-09,2024-06-19,Delayed
562,134,Plumbing,2024-08-11,2024-08-29,Completed
563,134,Electrical,2024-10-13,,On Track
564,134,Finishing,2024-12-15,2024-12-26,On Track
565,134,Foundation,2025-02-16,2025-02-07,Delayed
566,135,Foundation,2021-02-01,2021-02-03,Delayed
567,135,Framing,2021-08-14,2021-08-19,On Track
568,135,Plumbing,2022-02-24,2022-03-08,On Track
569,135,Electrical,2022-09-06,2022-09-05,On Track
570,135,Finishing,2023-03-19,2023-03-30,Completed
571,136,Foundation,2022-08-11,2022-08-23,On Track
572,136,Framing,2022-12-09,2022-12-15,On Track
573,136,Plumbing,2023-04-08,2023-04-07,On Track
574,136,Electrical,2023-08-06,2023-08-11,On Track
575,136,Finishing,2023-12-04,2023-12-18,Completed
576,136,Foundation,2024-04-02,2024-03-29,Delayed
577,137,Foundation,2022-05-04,,Delayed
578,137,Framing,2022-11-30,2022-12-19,Delayed
579,137,Plumbing,2023-06-28,2023-06-28,On Track
580,137,Electrical,2024-01-24,,On Track
581,138,Foundation,2025-02-04,2025-02-15,On Track
582,138,Framing,2025-05-18,2025-06-01,Completed
583,138,Plumbing,2025-08-29,2025-09-11,Delayed
584,138,Electrical,2025-12-10,2025-12-20,Delayed
585,138,Finishing,2026-03-23,2026-03-21,On Track
586,138,Foundation,2026-07-04,2026-07-20,On Track
587,139,Foundation,2022-06-14,2022-06-15,Delayed
588,139,Framing,2022-09-12,2022-09-15,On Track
589,139,Plumbing,2022-12-11,2022-12-28,On Track
590,139,Electrical,2023-03-11,2023-03-01,Completed
591,140,Foundation,2021-10-06,2021-10-01,Delayed
592,140,Framing,2022-01-07,2022-01-27,Completed
593,140,Plumbing,2022-04-10,2022-04-02,Delayed
594,140,Electrical,2022-07-12,2022-07-07,Delayed
595,140,Finishing,2022-10-13,2022-11-02,Delayed
596,140,Foundation,2023-01-14,2023-01-26,Delayed
597,140,Framing,2023-04-17,2023-04-27,On Track
598,141,Foundation,2023-01-16,2023-01-10,On Track
599,141,Framing,2024-06-14,2024-07-04,On Track
600,142,Foundation,2022-08-25,2022-09-13,Completed
601,142,Framing,2023-03-02,2023-03-13,Completed
602,142,Plumbing,2023-09-07,2023-09-09,Completed
603,142,Electrical,2024-03-14,2024-03-04,Completed
604,142,Finishing,2024-09-19,2024-10-07,Delayed
605,143,Foundation,2022-08-10,2022-08-28,On Track
606,143,Framing,2023-07-19,2023-07-11,Delayed
607,144,Foundation,2022-06-01,2022-06-13,Completed
608,144,Framing,2023-02-27,2023-03-13,Completed
609,145,Foundation,2024-11-09,2024-11-06,Completed
610,145,Framing,2025-04-07,2025-04-24,Completed
611,145,Plumbing,2025-09-03,2025-09-15,On Track
612,145,Electrical,2026-01-30,2026-02-02,On Track
613,145,Finishing,2026-06-28,2026-07-03,Completed
614,145,Foundation,2026-11-24,2026-12-04,Completed
615,146,Foundation,2023-12-30,,On Track
616,146,Framing,2024-02-12,2024-02-18,Delayed
617,146,Plumbing,2024-03-27,2024-04-13,Delayed
618,146,Electrical,2024-05-10,2024-05-10,Delayed
619,146,Finishing,2024-06-23,2024-06-14,Completed
620,146,Foundation,2024-08-06,2024-08-16,On Track
621,147,Foundation,2020-10-23,2020-10-27,Completed
622,147,Framing,2022-02-13,,Delayed
623,148,Foundation,2021-02-12,2021-02-12,Delayed
624,148,Framing,2021-08-29,2021-09-11,On Track
625,148,Plumbing,2022-03-15,2022-03-17,Completed
626,148,Electrical,2022-09-29,,On Track
627,148,Finishing,2023-04-15,2023-04-30,Completed
628,149,Foundation,2022-07-24,2022-07-23,Completed
629,149,Framing,2022-11-27,2022-11-23,Delayed
630,149,Plumbing,2023-04-02,2023-04-22,On Track
631,149,Electrical,2023-08-06,2023-08-22,Delayed
632,149,Finishing,2023-12-10,2023-12-10,Completed
633,149,Foundation,2024-04-14,2024-04-23,Completed
634,149,Framing,2024-08-18,2024-08-19,On Track
635,150,Foundation,2020-09-27,2020-10-11,On Track
636,150,Framing,2021-09-23,2021-09-23,Completed
637,151,Foundation,2024-07-13,2024-07-20,Completed
638,151,Framing,2024-12-21,,On Track
639,151,Plumbing,2025-05-31,2025-06-05,Completed
640,151,Electrical,2025-11-08,2025-11-21,On Track
641,152,Foundation,2020-05-20,2020-05-29,On Track
642,152,Framing,2021-01-04,2021-01-23,On Track
643,152,Plumbing,2021-08-21,2021-08-25,On Track
644,152,Electrical,2022-04-07,2022-04-19,Delayed
645,153,Foundation,2022-02-09,2022-02-28,Completed
646,153,Framing,2022-08-12,2022-08-20,Delayed
647,154,Foundation,2023-11-28,2023-12-09,Completed
648,154,Framing,2024-05-02,2024-04-26,On Track
649,154,Plumbing,2024-10-05,2024-10-11,Completed
650,154,Electrical,2025-03-10,2025-03-29,Completed
651,154,Finishing,2025-08-13,2025-08-18,On Track
652,155,Foundation,2022-02-13,2022-02-21,On Track
653,155,Framing,2022-04-23,2022-04-16,Completed
654,155,Plumbing,2022-07-01,2022-07-10,Completed
655,155,Electrical,2022-09-08,2022-09-26,Completed
656,155,Finishing,2022-11-16,2022-12-05,On Track
657,155,Foundation,2023-01-24,2023-01-22,Delayed
658,155,Framing,2023-04-03,2023-04-02,On Track
659,156,Foundation,2025-02-05,2025-02-08,Completed
660,156,Framing,2025-12-03,2025-12-09,Completed
661,156,Plumbing,2026-09-30,2026-10-07,Completed
662,157,Foundation,2022-03-18,2022-04-06,On Track
663,157,Framing,2022-07-02,2022-06-28,Completed
664,157,Plumbing,2022-10-16,2022-10-15,Completed
665,157,Electrical,2023-01-30,2023-01-24,Completed
666,157,Finishing,2023-05-16,2023-06-05,Completed
667,157,Foundation,2023-08-30,2023-09-11,Completed
668,157,Framing,2023-12-14,2023-12-07,Completed
669,158,Foundation,2021-03-07,2021-03-15,Completed
670,158,Framing,2021-10-07,2021-10-19,Completed
671,158,Plumbing,2022-05-09,2022-05-27,Delayed
672,158,Electrical,2022-12-09,2022-12-27,On Track
673,158,Finishing,2023-07-11,2023-07-17,Delayed
674,159,Foundation,2023-10-20,2023-10-11,On Track
675,159,Framing,2024-05-17,2024-05-15,On Track
676,159,Plumbing,2024-12-13,2024-12-12,On Track
677,160,Foundation,2024-07-29,2024-08-10,On Track
678,160,Framing,2024-12-24,2025-01-07,Delayed
679,161,Foundation,2023-07-24,2023-07-17,Completed
680,161,Framing,2023-12-25,2024-01-07,On Track
681,161,Plumbing,2024-05-27,2024-06-09,Delayed
682,161,Electrical,2024-10-28,2024-10-25,Completed
683,161,Finishing,2025-03-31,2025-03-30,On Track
684,162,Foundation,2024-12-26,2024-12-28,Completed
685,162,Framing,2025-07-16,2025-07-16,On Track
686,162,Plumbing,2026-02-03,2026-01-24,On Track
687,162,Electrical,2026-08-24,2026-09-02,Delayed
688,162,Finishing,2027-03-14,2027-03-30,Completed
689,163,Foundation,2023-02-19,2023-03-03,Completed
690,163,Framing,2023-04-03,2023-04-10,On Track
691,163,Plumbing,2023-05-16,2023-05-30,On Track
692,163,Electrical,2023-06-28,2023-06-27,Completed
693,163,Finishing,2023-08-10,2023-08-02,On Track
694,163,Foundation,2023-09-22,2023-10-05,Delayed
695,163,Framing,2023-11-04,2023-10-26,Completed
696,164,Foundation,2021-04-03,2021-03-28,Delayed
697,164,Framing,2021-08-23,2021-08-13,Completed
698,164,Plumbing,2022-01-12,2022-01-31,On Track
699,164,Electrical,2022-06-03,2022-06-22,On Track
700,165,Foundation,2024-08-26,2024-09-04,Delayed
701,165,Framing,2025-02-12,2025-02-17,Completed
702,165,Plumbing,2025-08-01,,Completed
703,165,Electrical,2026-01-18,2026-01-18,On Track
704,165,Finishing,2026-07-07,,Completed
705,165,Foundation,2026-12-24,2026-12-19,Completed
706,165,Framing,2027-06-12,,On Track
707,166,Foundation,2024-11-23,2024-12-04,Delayed
708,166,Framing,2025-08-23,2025-08-22,Completed
709,166,Plumbing,2026-05-23,2026-05-29,Completed
710,167,Foundation,2022-07-10,2022-06-30,Delayed
711,167,Framing,2022-08-30,2022-09-03,Completed
712,167,Plumbing,2022-10-20,2022-10-29,On Track
713,167,Electrical,2022-12-10,,Delayed
714,167,Finishing,2023-01-30,2023-02-01,On Track
715,167,Foundation,2023-03-22,2023-03-24,Completed
716,167,Framing,2023-05-12,,Completed
717,168,Foundation,2024-11-18,2024-11-24,Delayed
718,168,Framing,2025-04-27,,Completed
719,168,Plumbing,2025-10-04,2025-09-30,On Track
720,168,Electrical,2026-03-13,,Completed
721,169,Foundation,2023-04-19,2023-04-09,On Track
722,169,Framing,2023-06-27,2023-07-08,On Track
723,169,Plumbing,2023-09-04,2023-09-21,On Track
724,169,Electrical,2023-11-12,2023-11-08,Completed
725,169,Finishing,2024-01-20,2024-02-07,Delayed
726,169,Foundation,2024-03-29,2024-04-08,On Track
727,170,Foundation,2023-06-05,2023-06-16,Delayed
728,170,Framing,2023-10-09,2023-10-21,On Track
729,170,Plumbing,2024-02-12,,Delayed
730,170,Electrical,2024-06-17,,On Track
731,170,Finishing,2024-10-21,2024-11-09,Delayed
732,170,Foundation,2025-02-24,2025-02-28,Delayed
733,170,Framing,2025-06-30,,Completed
734,171,Foundation,2021-01-09,,Completed
735,171,Framing,2021-06-06,,Completed
736,172,Foundation,2020-06-29,2020-06-20,On Track
737,172,Framing,2020-08-10,2020-08-11,On Track
738,172,Plumbing,2020-09-21,2020-09-20,Delayed
739,172,Electrical,2020-11-02,,Delayed
740,172,Finishing,2020-12-14,2020-12-16,Completed
741,172,Foundation,2021-01-25,2021-01-15,Completed
742,173,Foundation,2022-04-11,2022-04-05,Completed
743,173,Framing,2022-07-22,2022-07-21,On Track
744,173,Plumbing,2022-11-01,2022-10-31,Completed
745,174,Foundation,2025-02-05,2025-02-06,On Track
746,174,Framing,2025-05-14,2025-05-21,On Track
747,174,Plumbing,2025-08-20,,Completed
748,174,Electrical,2025-11-26,2025-12-05,Completed
749,174,Finishing,2026-03-04,,On Track
750,174,Foundation,2026-06-10,2026-06-23,Completed
751,174,Framing,2026-09-16,2026-09-17,Completed
752,175,Foundation,2021-09-09,2021-09-03,On Track
753,175,Framing,2021-10-15,2021-10-24,On Track
754,175,Plumbing,2021-11-20,2021-11-13,Completed
755,175,Electrical,2021-12-26,,Completed
756,175,Finishing,2022-01-31,2022-02-04,On Track
757,175,Foundation,2022-03-08,2022-03-07,Delayed
758,176,Foundation,2023-12-10,2023-12-06,Delayed
759,176,Framing,2024-04-24,2024-05-14,On Track
760,177,Foundation,2022-03-25,2022-04-04,Delayed
761,177,Framing,2022-04-25,,On Track
762,177,Plumbing,2022-05-26,2022-05-26,Delayed
763,177,Electrical,2022-06-26,2022-07-05,Completed
764,177,Finishing,2022-07-27,2022-08-04,Completed
765,177,Foundation,2022-08-27,2022-08-28,Delayed
766,177,Framing,2022-09-27,,On Track
767,178,Foundation,2023-04-28,2023-05-10,Delayed
768,178,Framing,2024-02-04,2024-02-02,On Track
769,178,Plumbing,2024-11-12,2024-11-23,Delayed
770,179,Foundation,2022-03-01,2022-03-05,Delayed
771,179,Framing,2022-07-04,2022-07-09,On Track
772,179,Plumbing,2022-11-06,2022-11-16,Delayed
773,179,Electrical,2023-03-11,2023-03-28,Completed
774,179,Finishing,2023-07-14,2023-07-10,Completed
775,180,Foundation,2021-10-30,,On Track
776,180,Framing,2022-07-25,2022-08-11,On Track
777,181,Foundation,2022-07-15,2022-07-23,Completed
778,181,Framing,2022-10-09,2022-10-05,Completed
779,181,Plumbing,2023-01-03,2023-01-01,Completed
780,181,Electrical,2023-03-30,2023-04-04,On Track
781,181,Finishing,2023-06-24,2023-06-25,Completed
782,181,Foundation,2023-09-18,2023-10-01,On Track
783,182,Foundation,2024-01-08,2024-01-14,Delayed
784,182,Framing,2024-08-24,2024-08-25,Completed
785,182,Plumbing,2025-04-10,2025-04-07,Completed
786,182,Electrical,2025-11-25,2025-12-06,Completed
787,182,Finishing,2026-07-12,2026-07-06,On Track
788,183,Foundation,2023-07-25,2023-08-14,On Track
789,183,Framing,2023-10-16,2023-10-29,Delayed
790,183,Plumbing,2024-01-07,2023-12-29,Delayed
791,183,Electrical,2024-03-30,,Delayed
792,183,Finishing,2024-06-21,,On Track
793,183,Foundation,2024-09-12,2024-09-18,Delayed
794,184,Foundation,2021-06-24,2021-06-29,On Track
795,184,Framing,2022-01-14,2022-01-05,Delayed
796,184,Plumbing,2022-08-06,2022-07-30,Completed
797,184,Electrical,2023-02-26,2023-03-08,Completed
798,184,Finishing,2023-09-18,2023-09-16,Completed
799,185,Foundation,2023-08-28,2023-08-30,Delayed
800,185,Framing,2023-12-30,2024-01-07,On Track
801,185,Plumbing,2024-05-02,2024-05-08,On Track
802,186,Foundation,2022-03-18,2022-03-20,Delayed
803,186,Framing,2022-05-21,2022-05-26,Completed
804,186,Plumbing,2022-07-24,2022-07-14,On Track
805,186,Electrical,2022-09-26,2022-09-30,On Track
806,186,Finishing,2022-11-29,2022-12-05,On Track
807,186,Foundation,2023-02-01,2023-01-26,Delayed
808,187,Foundation,2024-06-30,2024-07-12,Completed
809,187,Framing,2024-12-27,2024-12-24,Delayed
810,187,Plumbing,2025-06-25,2025-07-08,Completed
811,187,Electrical,2025-12-22,2025-12-27,Completed
812,187,Finishing,2026-06-20,2026-06-15,Delayed
813,187,Foundation,2026-12-17,2026-12-07,On Track
814,188,Foundation,2021-01-10,2021-01-18,Completed
815,188,Framing,2021-05-23,,Completed
816,188,Plumbing,2021-10-03,,Delayed
817,188,Electrical,2022-02-13,2022-03-04,Delayed
818,188,Finishing,2022-06-26,2022-07-05,Completed
819,188,Foundation,2022-11-06,2022-10-27,Completed
820,189,Foundation,2022-10-15,2022-10-31,On Track
821,189,Framing,2022-11-11,2022-11-07,Delayed
822,189,Plumbing,2022-12-08,2022-12-25,On Track
823,189,Electrical,2023-01-04,2023-01-20,On Track
824,189,Finishing,2023-01-31,2023-02-15,On Track
825,189,Foundation,2023-02-27,2023-03-08,Delayed
826,189,Framing,2023-03-26,2023-03-21,Delayed
827,190,Foundation,2024-10-26,2024-11-04,On Track
828,190,Framing,2025-03-05,2025-03-07,On Track
829,190,Plumbing,2025-07-13,2025-07-03,Completed
830,190,Electrical,2025-11-20,2025-12-01,On Track
831,190,Finishing,2026-03-30,,Delayed
832,191,Foundation,2021-12-25,,Completed
833,191,Framing,2022-03-14,2022-03-20,On Track
834,191,Plumbing,2022-06-01,2022-06-06,Completed
835,191,Electrical,2022-08-19,2022-08-26,Completed
836,191,Finishing,2022-11-06,2022-11-16,Delayed
837,191,Foundation,2023-01-24,2023-01-25,Completed
838,192,Foundation,2023-06-04,2023-06-07,Delayed
839,192,Framing,2023-12-18,2024-01-02,Delayed
840,192,Plumbing,2024-07-02,2024-07-10,Completed
841,192,Electrical,2025-01-15,,On Track
842,192,Finishing,2025-07-31,2025-07-29,On Track
843,192,Foundation,2026-02-13,2026-03-04,Delayed
844,193,Foundation,2023-12-16,2024-01-03,Delayed
845,193,Framing,2024-03-20,,Completed
846,193,Plumbing,2024-06-23,,Completed
847,193,Electrical,2024-09-26,2024-09-19,Delayed
848,193,Finishing,2024-12-30,2025-01-09,Delayed
849,193,Foundation,2025-04-04,2025-04-07,On Track
850,194,Foundation,2020-08-31,2020-09-10,Delayed
851,194,Framing,2021-03-13,2021-03-30,Completed
852,194,Plumbing,2021-09-23,2021-09-24,Completed
853,194,Electrical,2022-04-05,2022-04-07,Delayed
854,194,Finishing,2022-10-16,2022-10-23,Delayed
855,195,Foundation,2025-03-24,2025-03-25,Delayed
856,195,Framing,2025-08-22,2025-08-20,Completed
857,195,Plumbing,2026-01-20,2026-01-21,Delayed
858,196,Foundation,2025-02-13,2025-02-07,Completed
859,196,Framing,2025-06-03,2025-05-27,Delayed
860,196,Plumbing,2025-09-21,2025-10-06,On Track
861,196,Electrical,2026-01-09,2026-01-02,Delayed
862,196,Finishing,2026-04-29,2026-05-14,Completed
863,196,Foundation,2026-08-17,2026-08-26,Completed
864,196,Framing,2026-12-05,2026-11-26,Completed
865,197,Foundation,2022-09-28,,On Track
866,197,Framing,2023-09-28,2023-10-03,Delayed
867,198,Foundation,2022-05-18,2022-05-10,Delayed
868,198,Framing,2023-02-25,2023-02-17,Completed
869,199,Foundation,2025-03-17,2025-04-05,Completed
870,199,Framing,2025-06-09,2025-06-19,Completed
871,199,Plumbing,2025-09-01,2025-09-21,On Track
872,199,Electrical,2025-11-24,2025-12-04,On Track
873,199,Finishing,2026-02-16,2026-02-12,Completed
874,200,Foundation,2024-07-26,,Completed
875,200,Framing,2024-11-29,2024-12-05,On Track
876,200,Plumbing,2025-04-04,2025-04-13,On Track
877,200,Electrical,2025-08-08,2025-08-09,On Track
878,201,Foundation,2022-05-07,2022-04-29,Delayed
879,201,Framing,2023-04-02,2023-04-03,Delayed
880,201,Plumbing,2024-02-26,2024-03-05,On Track
881,202,Foundation,2024-05-02,,On Track
882,202,Framing,2024-06-15,2024-06-22,Completed
883,202,Plumbing,2024-07-29,2024-08-17,Delayed
884,202,Electrical,2024-09-11,2024-10-01,On Track
885,202,Finishing,2024-10-25,2024-11-03,Delayed
886,202,Foundation,2024-12-08,2024-12-27,On Track
887,202,Framing,2025-01-21,2025-01-19,Completed
888,203,Foundation,2023-03-29,,Delayed
889,203,Framing,2023-08-17,2023-08-17,Completed
890,204,Foundation,2024-11-25,2024-12-13,Completed
891,204,Framing,2025-02-14,2025-02-12,Delayed
892,204,Plumbing,2025-05-06,2025-05-14,On Track
893,204,Electrical,2025-07-26,2025-08-09,Delayed
894,205,Foundation,2021-07-29,2021-08-02,On Track
895,205,Framing,2021-12-16,2021-12-21,On Track
896,205,Plumbing,2022-05-05,2022-05-07,On Track
897,205,Electrical,2022-09-22,2022-10-03,Delayed
898,205,Finishing,2023-02-09,2023-02-12,Completed
899,205,Foundation,2023-06-29,,Delayed
900,205,Framing,2023-11-16,2023-11-13,Delayed
901,206,Foundation,2022-04-04,2022-04-17,On Track
902,206,Framing,2022-05-11,2022-05-18,Delayed
903,206,Plumbing,2022-06-17,2022-06-17,Completed
904,206,Electrical,2022-07-24,2022-07-22,Completed
905,206,Finishing,2022-08-30,2022-09-10,On Track
906,206,Foundation,2022-10-06,2022-10-11,On Track
907,206,Framing,2022-11-12,2022-11-25,Delayed
908,207,Foundation,2020-11-05,2020-11-02,On Track
909,207,Framing,2021-09-06,2021-09-22,On Track
910,207,Plumbing,2022-07-08,2022-07-22,On Track
911,208,Foundation,2024-06-17,2024-07-07,Completed
912,208,Framing,2024-10-11,2024-10-01,Completed
913,208,Plumbing,2025-02-04,,Delayed
914,208,Electrical,2025-05-31,2025-06-01,Delayed
915,208,Finishing,2025-09-24,2025-10-12,Completed
916,208,Foundation,2026-01-18,2026-02-04,On Track
917,208,Framing,2026-05-14,2026-05-28,Delayed
918,209,Foundation,2022-07-17,2022-07-14,On Track
919,209,Framing,2022-09-09,2022-08-31,Delayed
920,209,Plumbing,2022-11-02,2022-11-07,On Track
921,209,Electrical,2022-12-26,2023-01-01,Completed
922,209,Finishing,2023-02-18,2023-03-04,On Track
923,210,Foundation,2021-02-11,2021-02-17,Completed
924,210,Framing,2021-04-02,,On Track
925,210,Plumbing,2021-05-22,2021-05-24,Delayed
926,210,Electrical,2021-07-11,2021-07-12,Delayed
927,210,Finishing,2021-08-30,2021-08-25,On Track
928,210,Foundation,2021-10-19,2021-10-17,Completed
929,210,Framing,2021-12-08,2021-12-08,Delayed
930,211,Foundation,2022-10-11,2022-10-07,Delayed
931,211,Framing,2023-04-28,2023-04-29,Delayed
932,211,Plumbing,2023-11-13,2023-11-17,On Track
933,211,Electrical,2024-05-30,2024-06-07,On Track
934,211,Finishing,2024-12-15,2024-12-28,On Track
935,212,Foundation,2022-02-16,2022-02-19,On Track
936,212,Framing,2022-04-11,2022-04-05,Completed
937,212,Plumbing,2022-06-04,2022-05-29,On Track
938,212,Electrical,2022-07-28,2022-07-23,On Track
939,212,Finishing,2022-09-20,2022-10-08,Completed
940,212,Foundation,2022-11-13,2022-11-20,Delayed
941,213,Foundation,2024-04-14,2024-04-12,Completed
942,213,Framing,2024-07-12,2024-07-03,Completed
943,213,Plumbing,2024-10-09,,Delayed
944,213,Electrical,2025-01-06,2025-01-11,On Track
945,214,Foundation,2023-06-01,2023-06-14,Delayed
946,214,Framing,2024-01-09,2024-01-10,Delayed
947,214,Plumbing,2024-08-18,,On Track
948,214,Electrical,2025-03-28,2025-03-29,Completed
949,214,Finishing,2025-11-05,2025-11-01,Completed
950,215,Foundation,2022-06-20,2022-06-27,Delayed
951,215,Framing,2022-08-21,2022-08-22,Completed
952,215,Plumbing,2022-10-22,2022-10-27,Delayed
953,215,Electrical,2022-12-23,,Completed
954,215,Finishing,2023-02-23,2023-02-22,On Track
955,215,Foundation,2023-04-26,2023-05-13,Delayed
956,215,Framing,2023-06-27,2023-06-30,Completed
957,216,Foundation,2021-11-10,2021-11-27,On Track
958,216,Framing,2022-05-03,2022-04-28,Delayed
959,216,Plumbing,2022-10-24,2022-10-24,Completed
960,216,Electrical,2023-04-16,2023-04-14,Delayed
961,216,Finishing,2023-10-07,2023-10-05,Delayed
962,217,Foundation,2021-08-03,2021-08-11,Delayed
963,217,Framing,2022-01-20,2022-01-23,On Track
964,217,Plumbing,2022-07-09,2022-07-03,Completed
965,217,Electrical,2022-12-26,2022-12-24,Completed
966,217,Finishing,2023-06-14,,On Track
967,217,Foundation,2023-12-01,2023-12-03,On Track
968,217,Framing,2024-05-19,2024-06-07,Completed
969,218,Foundation,2021-04-30,2021-04-20,Completed
970,218,Framing,2022-10-04,2022-10-18,On Track
971,219,Foundation,2021-08-24,2021-09-02,Completed
972,219,Framing,2021-12-07,2021-12-26,Delayed
973,219,Plumbing,2022-03-22,2022-03-19,Delayed
974,219,Electrical,2022-07-05,2022-07-09,On Track
975,220,Foundation,2022-09-28,2022-10-14,On Track
976,220,Framing,2022-12-17,2022-12-28,Delayed
977,220,Plumbing,2023-03-07,2023-03-24,Completed
978,220,Electrical,2023-05-26,2023-06-14,Delayed
979,220,Finishing,2023-08-14,2023-08-08,Completed
980,220,Foundation,2023-11-02,2023-11-09,Completed
981,221,Foundation,2020-04-20,2020-04-30,Completed
982,221,Framing,2020-09-18,2020-09-21,Completed
983,221,Plumbing,2021-02-16,2021-02-23,Delayed
984,221,Electrical,2021-07-17,2021-07-22,On Track
985,221,Finishing,2021-12-15,2021-12-19,Delayed
986,222,Foundation,2023-03-22,2023-03-16,On Track
987,222,Framing,2023-11-20,2023-11-26,On Track
988,222,Plumbing,2024-07-20,2024-07-21,Completed
989,222,Electrical,2025-03-20,2025-03-10,Delayed
990,223,Foundation,2022-11-28,,Delayed
991,223,Framing,2023-02-10,2023-02-25,On Track
992,223,Plumbing,2023-04-25,,Delayed
993,223,Electrical,2023-07-08,2023-07-04,Completed
994,223,Finishing,2023-09-20,2023-09-23,On Track
995,224,Foundation,2024-04-14,2024-04-27,Delayed
996,224,Framing,2024-08-12,2024-08-09,Delayed
997,224,Plumbing,2024-12-10,2024-12-20,Completed
998,224,Electrical,2025-04-09,2025-04-24,Delayed
999,224,Finishing,2025-08-07,2025-08-06,Completed
1000,224,Foundation,2025-12-05,2025-12-20,On Track
1001,224,Framing,2026-04-04,,On Track
1002,225,Foundation,2023-07-18,2023-07-11,Completed
1003,225,Framing,2023-12-03,2023-12-07,Completed
1004,225,Plumbing,2024-04-19,2024-04-24,On Track
1005,225,Electrical,2024-09-04,,Completed
1006,226,Foundation,2020-06-02,2020-05-28,Delayed
1007,226,Framing,2021-09-17,2021-09-15,Delayed
1008,227,Foundation,2021-10-10,2021-09-30,On Track
1009,227,Framing,2022-03-12,2022-03-02,Delayed
1010,227,Plumbing,2022-08-12,2022-08-15,Delayed
1011,227,Electrical,2023-01-12,2023-01-13,On Track
1012,227,Finishing,2023-06-14,,On Track
1013,227,Foundation,2023-11-14,2023-11-05,Delayed
1014,227,Framing,2024-04-15,2024-04-07,On Track
1015,228,Foundation,2024-06-12,2024-06-30,Delayed
1016,228,Framing,2025-06-18,,Completed
1017,228,Plumbing,2026-06-24,2026-06-21,Delayed
1018,229,Foundation,2022-10-15,2022-10-28,On Track
1019,229,Framing,2023-10-07,2023-10-11,On Track
1020,229,Plumbing,2024-09-28,2024-10-04,On Track
1021,230,Foundation,2024-10-14,2024-10-16,Delayed
1022,230,Framing,2024-12-17,2025-01-05,Completed
1023,230,Plumbing,2025-02-19,,Completed
1024,230,Electrical,2025-04-24,2025-04-30,Delayed
1025,230,Finishing,2025-06-27,2025-07-07,Delayed
1026,231,Foundation,2021-11-13,2021-11-30,On Track
1027,231,Framing,2022-08-17,2022-08-14,Delayed
1028,232,Foundation,2021-10-10,2021-10-05,Completed
1029,232,Framing,2022-10-09,2022-10-02,On Track
1030,233,Foundation,2022-11-25,2022-11-16,Completed
1031,233,Framing,2023-09-06,2023-09-11,On Track
1032,234,Foundation,2020-11-14,,On Track
1033,234,Framing,2021-02-26,,Completed
1034,234,Plumbing,2021-06-10,2021-06-10,Completed
1035,234,Electrical,2021-09-22,,Completed
1036,235,Foundation,2023-02-03,2023-02-15,On Track
1037,235,Framing,2023-04-25,2023-04-19,Delayed
1038,235,Plumbing,2023-07-15,2023-07-22,Delayed
1039,236,Foundation,2022-02-12,2022-02-25,Completed
1040,236,Framing,2022-06-11,2022-06-13,On Track
1041,236,Plumbing,2022-10-08,2022-10-06,Delayed
1042,236,Electrical,2023-02-04,2023-02-16,Delayed
1043,236,Finishing,2023-06-03,2023-06-10,On Track
1044,237,Foundation,2024-08-26,2024-08-21,Delayed
1045,237,Framing,2025-03-13,2025-03-26,Completed
